StudentID,Name,Age,Gender,Program,Year,AttendancePercent,CGPA,EnrolledDate,Status,ScholarshipStatus,HostelResident,PlacementStatus,TotalFeeINR,FeePaidINR,PendingFeeINR,FeeStatus,City,State
S0327,Nidra Chaudhry,22,Female,B.Com,2,96.48,5.74,22-10-2021,Graduated,Yes,Yes,,250000,88074.18,36925.82,Partial,Pune,Maharashtra
S0328,Tara Varkey,20,Male,B.Tech (CSE),1,98.09,7.69,21-05-2025,Active,Yes,Yes,,600000,197971.32,102028.68,Partial,Patna,Bihar
S0329,Gopal Zachariah,25,Male,B.Tech (ECE),3,63.81,5.92,18-03-2023,Graduated,Yes,No,,550000,123202.6,151797.4,Partial,Kolkata,West Bengal
S0330,Bishakha Chaudry,23,Female,MCA,1,97.66,8.41,24-10-2023,Dropped,No,No,Not Placed,350000,160101.31,189898.69,Partial,Bengaluru,Karnataka
S0331,Ishanvi Mutti,20,Female,BBA,1,89.3,8.87,18-12-2023,On Leave,Yes,Yes,,300000,54958.99,95041.01,Partial,Chennai,Tamil Nadu
S0332,Lavanya Chatterjee,18,Male,B.Sc (Maths),1,82.81,5.57,12-05-2025,Dropped,No,Yes,,200000,195172.62,4827.38,Partial,Pune,Maharashtra
S0333,Sanaya Parmar,18,Female,B.Sc (Maths),1,92.97,7.72,12-09-2023,Active,Yes,No,,200000,143020.84,6979.16,Partial,Patna,Bihar
S0334,Yochana Konda,19,Male,B.Sc (Physics),1,64.27,7.72,12-10-2023,On Leave,No,Yes,,220000,101466.57,118533.43,Partial,Bhopal,Madhya Pradesh
S0335,Mohini Sagar,18,Male,B.Sc (Physics),1,73.23,5.88,19-04-2025,On Leave,Yes,No,,220000,71281.04,38718.96,Partial,Cochin,Kerala
S0336,Ubika Ganguly,22,Male,B.Com,4,66.87,8.67,11-06-2023,Active,Yes,No,,250000,83444.72,104055.28,Partial,Cochin,Kerala
S0337,Liam Roy,22,Male,B.Tech (ECE),4,78.15,5.04,17-03-2024,Dropped,Yes,No,Placed,550000,319019.56,93480.44,Partial,Pune,Maharashtra
S0338,Eesha Baria,25,Male,B.Sc (Physics),3,79.55,8.57,24-10-2021,Graduated,Yes,Yes,,220000,89101.16,20898.84,Partial,Lucknow,Uttar Pradesh
S0339,Ekanta Kannan,20,Male,B.Sc (Maths),2,78.31,9.27,17-10-2024,Graduated,No,No,,200000,173766.94,26233.06,Partial,Cochin,Kerala
S0340,Hardik Bala,23,Male,MBA,1,65.1,6.37,28-10-2022,On Leave,Yes,Yes,Not Placed,450000,239297.1,98202.9,Partial,Ahmedabad,Gujarat
S0341,Chandani Lanka,18,Female,B.Tech (ECE),1,91.69,8.72,08-01-2022,On Leave,No,Yes,,550000,309234.17,240765.83,Partial,Cochin,Kerala
S0342,Zaid Narula,20,Female,B.Tech (CSE),2,65.32,7.32,30-04-2025,Graduated,Yes,No,,600000,244030.54,55969.46,Partial,Hyderabad,Telangana
S0343,Yashawini Oommen,20,Female,B.Tech (CSE),1,69.23,7.48,06-08-2022,Dropped,Yes,Yes,,600000,174671.91,125328.09,Partial,Hyderabad,Telangana
S0344,Bimala Lata,22,Female,B.Tech (CSE),2,81.66,9.32,09-07-2025,Active,Yes,No,,600000,155343.64,294656.36,Partial,Bengaluru,Karnataka
S0345,Odika Dugar,23,Female,MCA,1,81.99,8.14,22-01-2023,Dropped,Yes,No,,350000,165177.64,9822.36,Partial,Lucknow,Uttar Pradesh
S0346,Atharv Mander,20,Male,BBA,2,82.24,7.37,21-03-2025,Graduated,Yes,No,,300000,90743.98,59256.02,Partial,Pune,Maharashtra
S0347,Idika Mukhopadhyay,23,Female,B.Com,4,68.45,7.8,12-02-2022,Graduated,Yes,No,Placed,250000,72745.21,52254.79,Partial,Chennai,Tamil Nadu
S0348,Garima Bawa,21,Male,BBA,1,91.75,8.17,11-07-2022,Graduated,Yes,No,,300000,53997.97,96002.03,Partial,Bengaluru,Karnataka
S0349,Gopal Arya,25,Male,BBA,2,76.01,5.06,07-12-2021,Active,No,Yes,,300000,150442.15,149557.85,Partial,Bengaluru,Karnataka
S0350,Eta Memon,20,Female,B.Com,4,83.2,9.35,03-06-2024,On Leave,Yes,Yes,Not Placed,250000,66430.87,121069.13,Partial,Cochin,Kerala
S0351,Vidhi Nagar,24,Female,B.Tech (CSE),3,86.13,9.01,06-12-2022,Dropped,Yes,Yes,,600000,313735.67,136264.33,Partial,Patna,Bihar
S0352,Ishwar Chander,23,Female,MBA,2,73.98,7.06,18-09-2022,Graduated,No,Yes,Placed,450000,263453.2,186546.8,Partial,Hyderabad,Telangana
S0353,Vedant Lalla,21,Female,BBA,1,76.88,6.91,29-07-2022,Graduated,Yes,Yes,,300000,194684.53,30315.47,Partial,Cochin,Kerala
S0354,Diya Boase,18,Female,B.Sc (Maths),1,76.99,6.78,08-02-2022,On Leave,Yes,Yes,,200000,59773.45,40226.55,Partial,Patna,Bihar
S0355,Chaitanya Shenoy,19,Male,B.Tech (CSE),4,88.75,5.4,14-01-2023,On Leave,No,No,,600000,415612.49,184387.51,Partial,Bhopal,Madhya Pradesh
S0356,Yatan Sura,24,Female,B.Com,2,63.87,5.11,13-09-2022,Active,Yes,Yes,,250000,62161.74,62838.26,Partial,Delhi,Delhi
S0357,Dalbir Tandon,21,Female,MBA,2,98.94,6.34,27-05-2025,On Leave,Yes,No,Placed,450000,209250.28,15749.72,Partial,Chandigarh,Punjab
S0358,Frado Mitter,21,Female,B.Sc (Maths),3,98.66,7.1,20-04-2025,Dropped,Yes,Yes,,200000,55406.31,44593.69,Partial,Ahmedabad,Gujarat
S0359,Viraj Dhar,22,Female,B.Sc (Maths),4,78.15,5.97,29-05-2023,Graduated,No,No,,200000,120781.48,79218.52,Partial,Bhopal,Madhya Pradesh
S0360,Zashil Kapadia,20,Male,B.Sc (Physics),1,87.8,7.17,21-03-2024,On Leave,Yes,Yes,,220000,54550.9,110449.1,Partial,Kolkata,West Bengal
S0361,Udarsh Bajwa,23,Female,B.Tech (ECE),1,90.68,7.77,19-05-2022,Dropped,Yes,Yes,,550000,347973.58,64526.42,Partial,Hyderabad,Telangana
S0362,Pallavi Sharma,24,Female,B.Com,4,69.81,7.18,24-04-2024,Active,Yes,No,Placed,250000,98249.26,26750.74,Partial,Delhi,Delhi
S0363,Gaurang Kunda,22,Female,MBA,2,68.77,7.83,24-12-2022,On Leave,Yes,No,Not Placed,450000,157899.94,67100.06,Partial,Bhopal,Madhya Pradesh
S0364,Yuvraj Lanka,18,Female,B.Tech (ECE),4,80.34,6.75,21-05-2022,On Leave,Yes,No,Placed,550000,168725.89,106274.11,Partial,Patna,Bihar
S0365,Chakradhar Jha,21,Male,B.Tech (ECE),1,70.77,7.61,29-09-2023,On Leave,No,Yes,,550000,264974.88,285025.12,Partial,Bengaluru,Karnataka
S0366,Mitesh Ahluwalia,21,Male,B.Sc (Physics),4,96.28,9.08,17-02-2022,Graduated,Yes,No,,220000,97953.03,67046.97,Partial,Kolkata,West Bengal
S0367,Laksh Ghosh,18,Female,B.Tech (CSE),4,69.58,5.19,20-11-2023,On Leave,Yes,Yes,Placed,600000,218187,81813,Partial,Cochin,Kerala
S0368,Falan Swamy,18,Female,B.Sc (Maths),3,89.5,8.95,11-04-2024,Graduated,Yes,Yes,,200000,36400.07,63599.93,Partial,Jaipur,Rajasthan
S0369,Aarav Bedi,22,Male,B.Sc (Maths),4,84.78,7.46,11-01-2023,Active,Yes,Yes,,200000,39749.01,60250.99,Partial,Jaipur,Rajasthan
S0370,Qushi Kuruvilla,25,Male,BBA,2,88.52,5.98,26-11-2022,Dropped,No,No,,300000,102193.79,197806.21,Partial,Delhi,Delhi
S0371,Ishani Kalita,25,Female,B.Tech (CSE),1,93.44,8.36,27-02-2025,Dropped,No,No,,600000,476455.08,123544.92,Partial,Pune,Maharashtra
S0372,Hemang Chakrabarti,20,Male,B.Sc (Maths),2,87.26,8.47,07-12-2024,On Leave,No,No,,200000,199561.03,438.97,Partial,Chennai,Tamil Nadu
S0373,Lekha Parmer,21,Male,BBA,1,70.05,5.79,08-01-2023,Dropped,Yes,Yes,,300000,83353.84,66646.16,Partial,Lucknow,Uttar Pradesh
S0374,Anjali Raj,21,Female,BBA,2,93.99,7.73,19-07-2022,Active,Yes,No,,300000,168097.29,56902.71,Partial,Delhi,Delhi
S0375,Sai Das,24,Female,MBA,1,64.2,6.43,10-12-2021,Active,No,Yes,Not Placed,450000,208776.9,241223.1,Partial,Jaipur,Rajasthan
S0376,Chanakya Sahota,25,Female,B.Com,4,96.41,7.22,24-04-2023,Active,Yes,Yes,,250000,108612.36,16387.64,Partial,Mumbai,Maharashtra
S0377,Sai Setty,22,Female,MBA,1,87.88,5.09,01-11-2021,On Leave,Yes,Yes,Placed,450000,206142.62,18857.38,Partial,Delhi,Delhi
S0378,Harini Dutta,22,Female,B.Tech (CSE),3,82.07,9.09,24-02-2025,Dropped,Yes,Yes,,600000,243592.95,206407.05,Partial,Delhi,Delhi
S0379,Manbir Rajagopal,22,Female,BBA,1,65.42,8,13-08-2025,Dropped,No,No,,300000,209063.25,90936.75,Partial,Bengaluru,Karnataka
S0380,Rehaan Sem,20,Female,MCA,2,76.6,5.12,28-06-2024,Active,No,Yes,,350000,206098.65,143901.35,Partial,Mumbai,Maharashtra
S0381,Bhavna Lall,23,Male,B.Tech (ECE),3,84.2,5.82,13-04-2023,Active,No,No,,550000,414333.06,135666.94,Partial,Bengaluru,Karnataka
S0382,Umang Seth,20,Male,B.Tech (ECE),2,64.74,8.98,30-03-2025,On Leave,Yes,Yes,,550000,137703.06,137296.94,Partial,Chennai,Tamil Nadu
S0383,Amrita Gara,21,Male,B.Tech (CSE),1,64.68,8.59,21-01-2023,On Leave,No,Yes,,600000,455218.4,144781.6,Partial,Hyderabad,Telangana
S0384,Lavanya Chowdhury,25,Male,B.Tech (ECE),4,90.96,9.22,31-01-2025,On Leave,Yes,Yes,Not Placed,550000,227750.04,47249.96,Partial,Mumbai,Maharashtra
S0385,Tejas Agrawal,21,Male,MCA,2,91.92,8.39,21-10-2022,Graduated,Yes,Yes,Placed,350000,117381.55,145118.45,Partial,Bengaluru,Karnataka
S0386,Vasana Golla,23,Male,BBA,2,82.93,5.04,09-09-2022,Active,Yes,No,,300000,128064.29,21935.71,Partial,Patna,Bihar
S0387,Harrison Ray,24,Female,B.Sc (Physics),3,92.09,6.17,17-01-2022,On Leave,No,Yes,,220000,145127.2,74872.8,Partial,Bhopal,Madhya Pradesh
S0388,Priya Kari,18,Male,B.Sc (Maths),4,73.83,8.03,12-09-2021,On Leave,No,Yes,Not Placed,200000,149308.53,50691.47,Partial,Bhopal,Madhya Pradesh
S0389,Bimala Purohit,20,Male,B.Com,4,80.94,7.61,19-03-2025,On Leave,Yes,No,,250000,64094.05,123405.95,Partial,Mumbai,Maharashtra
S0390,Rachana Datta,25,Male,B.Tech (CSE),1,60.08,7.62,01-06-2024,On Leave,No,No,,600000,542774.68,57225.32,Partial,Lucknow,Uttar Pradesh
S0391,Arya Sidhu,23,Male,B.Sc (Physics),1,66.35,7.58,16-06-2023,Active,Yes,Yes,,220000,100418.46,64581.54,Partial,Lucknow,Uttar Pradesh
S0392,Parth Ganesan,21,Female,B.Com,1,78.59,5.59,02-10-2021,Active,Yes,No,,250000,56731.94,68268.06,Partial,Mumbai,Maharashtra
S0393,Bimala Sinha,18,Male,B.Com,4,76.24,7.73,27-04-2024,On Leave,No,No,Not Placed,250000,201926.08,48073.92,Partial,Delhi,Delhi
S0394,Avi Aggarwal,25,Female,B.Tech (ECE),1,69.76,8.21,06-01-2022,Dropped,Yes,No,,550000,149410.22,125589.78,Partial,Lucknow,Uttar Pradesh
S0395,Zaid Chaudhuri,23,Male,BBA,1,75.7,7.89,13-08-2024,Active,No,Yes,,300000,285469.55,14530.45,Partial,Delhi,Delhi
S0396,Mekhala Sane,25,Female,B.Com,3,79.92,5.09,16-04-2022,Dropped,No,No,,250000,248531.01,1468.99,Partial,Chennai,Tamil Nadu
S0397,Warda Vohra,24,Female,B.Sc (Physics),3,83.03,5.5,23-07-2024,Active,Yes,Yes,,220000,92412.83,72587.17,Partial,Pune,Maharashtra
S0398,Hemani Sarkar,20,Female,B.Tech (ECE),3,81.83,5.51,02-05-2022,Active,Yes,No,,550000,220875.9,191624.1,Partial,Chandigarh,Punjab
S0399,Ronith Chad,25,Male,MCA,2,91.07,8.93,18-06-2025,Dropped,Yes,No,Placed,350000,152101.23,22898.77,Partial,Chandigarh,Punjab
S0400,Gagan Chaudhuri,21,Female,B.Tech (ECE),4,95.69,7.33,05-07-2025,Dropped,Yes,Yes,Not Placed,550000,125152.25,149847.75,Partial,Hyderabad,Telangana
S0401,Vritti Badal,24,Female,B.Sc (Maths),3,79.49,7.93,13-08-2024,Graduated,Yes,Yes,,200000,78609.97,71390.03,Partial,Bengaluru,Karnataka
S0402,Kamala Dara,22,Female,B.Com,2,74.42,6.77,29-06-2022,Active,Yes,No,,250000,101620.08,23379.92,Partial,Bengaluru,Karnataka
S0403,George Mandal,19,Female,MBA,2,97.02,7.88,29-06-2022,Dropped,No,Yes,,450000,335075.09,114924.91,Partial,Pune,Maharashtra
S0404,Tamanna Kamdar,24,Male,BBA,1,62.46,6.84,07-04-2024,On Leave,No,Yes,,300000,181245.04,118754.96,Partial,Kolkata,West Bengal
S0405,Joshua Ganguly,20,Female,B.Sc (Maths),2,74.25,6.67,11-07-2025,Dropped,No,No,,200000,148662.86,51337.14,Partial,Kolkata,West Bengal
S0406,Tejas Mahajan,22,Male,B.Sc (Maths),2,82.01,5.85,13-12-2023,Active,No,No,,200000,190917.88,9082.12,Partial,Lucknow,Uttar Pradesh
S0407,Henry Dalal,21,Male,B.Sc (Maths),4,83.46,8.03,13-09-2023,On Leave,No,No,Placed,200000,141144.64,58855.36,Partial,Lucknow,Uttar Pradesh
S0408,Vasana Mallick,21,Male,MCA,1,64.23,9.47,10-04-2023,Dropped,Yes,No,Not Placed,350000,226695.04,35804.96,Partial,Pune,Maharashtra
S0409,Chakrika Varughese,25,Female,B.Tech (ECE),4,84.17,6.33,22-07-2024,Graduated,Yes,Yes,Placed,550000,183772.84,228727.16,Partial,Chennai,Tamil Nadu
S0410,Zansi Madan,22,Female,B.Com,2,65.19,5.56,24-01-2022,Active,No,Yes,,250000,157726.66,92273.34,Partial,Bhopal,Madhya Pradesh
S0411,Yug Parmer,21,Male,B.Tech (ECE),1,85.23,5.79,26-11-2024,Dropped,Yes,No,,550000,251854.64,23145.36,Partial,Chandigarh,Punjab
S0412,Aahana Patil,20,Male,MBA,2,86.91,5.34,27-09-2021,Graduated,Yes,No,,450000,153504.46,183995.54,Partial,Bhopal,Madhya Pradesh
S0413,Pahal Boase,22,Male,BBA,1,90.68,6.25,22-05-2023,Graduated,Yes,Yes,,300000,126712.19,98287.81,Partial,Chandigarh,Punjab
S0414,Vidhi Char,18,Female,B.Tech (ECE),2,76.61,8.09,27-11-2021,On Leave,Yes,No,,550000,221375.44,53624.56,Partial,Cochin,Kerala
S0415,Odika Shankar,21,Female,B.Tech (CSE),3,80.93,8.24,11-06-2025,Graduated,No,Yes,,600000,456993.99,143006.01,Partial,Kolkata,West Bengal
S0416,Yutika Raju,24,Male,BBA,2,75.48,5.59,05-09-2021,On Leave,No,Yes,,300000,268308.32,31691.68,Partial,Bengaluru,Karnataka
S0417,Robert Sankaran,20,Male,B.Sc (Maths),2,88.17,7.76,14-01-2023,Active,No,No,,200000,83147.22,116852.78,Partial,Patna,Bihar
S0418,Balhaar Ramaswamy,24,Male,MBA,2,70.73,7.01,09-03-2025,Active,Yes,No,Not Placed,450000,305865.07,31634.93,Partial,Hyderabad,Telangana
S0419,Hemani Chokshi,18,Male,B.Tech (CSE),1,67.3,7.29,01-05-2025,Active,No,Yes,,600000,286205.87,313794.13,Partial,Jaipur,Rajasthan
S0420,Devansh Basak,19,Male,B.Sc (Maths),1,79.05,6.44,29-06-2023,Active,No,No,,200000,100298.41,99701.59,Partial,Delhi,Delhi
S0421,Ira Sekhon,19,Male,B.Sc (Physics),4,72.12,7.41,22-09-2022,Dropped,No,Yes,Not Placed,220000,170149.88,49850.12,Partial,Pune,Maharashtra
S0422,Vinaya Swamy,20,Male,MCA,2,61,5.72,12-02-2023,Dropped,Yes,No,Not Placed,350000,234140.53,28359.47,Partial,Jaipur,Rajasthan
S0423,Gaurika Jani,22,Female,B.Sc (Maths),4,80.75,8.79,02-12-2023,Graduated,Yes,No,Not Placed,200000,88389.84,61610.16,Partial,Kolkata,West Bengal
S0424,Ekapad Dhaliwal,21,Female,B.Tech (ECE),4,65.94,8.57,05-07-2024,Dropped,Yes,No,Placed,550000,180062.73,94937.27,Partial,Kolkata,West Bengal
S0425,Balvan Swamy,24,Female,BBA,2,82.69,8.21,08-04-2023,Active,Yes,Yes,,300000,52714.89,97285.11,Partial,Hyderabad,Telangana
S0426,Oliver Bhargava,19,Male,B.Tech (CSE),4,75.77,7.61,28-11-2021,On Leave,Yes,No,Placed,600000,166470.95,133529.05,Partial,Pune,Maharashtra
S0427,Xavier Dass,20,Female,B.Sc (Physics),3,66.86,5.19,24-11-2022,Dropped,No,Yes,,220000,196998.45,23001.55,Partial,Chennai,Tamil Nadu
S0428,Ekansh Bhatnagar,23,Male,MCA,2,84.99,6.21,01-07-2024,Dropped,Yes,Yes,Not Placed,350000,134354.59,128145.41,Partial,Kolkata,West Bengal
S0429,Kevin Dar,19,Male,B.Tech (CSE),1,62.78,9.41,04-11-2022,Dropped,No,Yes,,600000,232666.09,367333.91,Partial,Hyderabad,Telangana
S0430,Kiaan Contractor,25,Female,B.Tech (ECE),3,68.45,5.38,14-05-2025,On Leave,Yes,Yes,,550000,214689.48,60310.52,Partial,Chennai,Tamil Nadu
S0431,Chameli Trivedi,24,Male,MBA,1,98.43,8.9,17-11-2021,Graduated,Yes,Yes,,450000,81363.96,143636.04,Partial,Bhopal,Madhya Pradesh
S0432,Peter Biswas,24,Male,MCA,1,86.82,8.59,21-04-2023,On Leave,Yes,Yes,,350000,195688.1,66811.9,Partial,Hyderabad,Telangana
S0433,Chameli Datta,22,Male,MBA,2,91.39,7.63,19-11-2022,Graduated,No,Yes,Not Placed,450000,251069.55,198930.45,Partial,Chennai,Tamil Nadu
S0434,Zaitra Jhaveri,19,Female,MCA,1,88.86,8.43,12-08-2025,On Leave,Yes,Yes,Not Placed,350000,215171.22,47328.78,Partial,Kolkata,West Bengal
S0435,Warda Gala,23,Female,B.Sc (Physics),3,73.12,7.58,27-04-2025,Active,Yes,Yes,,220000,118454.51,46545.49,Partial,Cochin,Kerala
S0436,Madhav More,23,Male,B.Com,3,87.85,7.24,20-12-2023,Active,No,No,,250000,203400.02,46599.98,Partial,Bhopal,Madhya Pradesh
S0437,Victor Sidhu,21,Male,B.Tech (CSE),3,81.95,6.41,01-10-2021,Dropped,No,No,,600000,349143.19,250856.81,Partial,Patna,Bihar
S0438,Anmol Dar,18,Female,BBA,2,85,8.74,05-12-2024,Dropped,Yes,Yes,,300000,82561.21,67438.79,Partial,Pune,Maharashtra
S0439,Aahana Naidu,25,Male,BBA,2,88.54,8.59,25-10-2023,Dropped,Yes,Yes,,300000,166893.77,58106.23,Partial,Bhopal,Madhya Pradesh
S0440,Nikita Sandhu,23,Male,B.Com,4,86.94,5.69,10-06-2025,Graduated,Yes,No,,250000,78795.12,108704.88,Partial,Delhi,Delhi
S0441,Dayamai Jain,23,Female,B.Tech (ECE),2,69.51,8.12,02-01-2023,On Leave,Yes,No,,550000,197877.07,77122.93,Partial,Patna,Bihar
S0442,Thomas Sengupta,23,Male,B.Com,2,65.24,8.72,26-12-2022,Dropped,Yes,No,,250000,86608.48,100891.52,Partial,Pune,Maharashtra
S0443,Aarna Raja,25,Male,B.Com,4,73.28,7.92,15-06-2022,Dropped,Yes,Yes,Placed,250000,163597.69,23902.31,Partial,Cochin,Kerala
S0444,Krisha Dyal,19,Female,B.Sc (Physics),2,63.78,7.77,13-08-2022,On Leave,No,Yes,,220000,205227.99,14772.01,Partial,Ahmedabad,Gujarat
S0445,Aarini Rattan,25,Female,B.Sc (Physics),2,83.67,8.14,24-06-2023,Graduated,No,No,,220000,203038.58,16961.42,Partial,Cochin,Kerala
S0446,Yug Parmar,22,Male,B.Tech (CSE),2,87.71,9.23,07-04-2022,On Leave,Yes,No,,600000,195318.26,254681.74,Partial,Bhopal,Madhya Pradesh
S0447,Zinal Krishna,18,Female,B.Tech (CSE),3,95.19,8.25,04-05-2023,Graduated,Yes,No,,600000,102715.63,197284.37,Partial,Jaipur,Rajasthan
S0448,Lucky Rout,18,Female,MCA,1,82.68,8.72,11-08-2025,Graduated,Yes,Yes,Placed,350000,76873.07,98126.93,Partial,Patna,Bihar
S0449,Pahal Sahota,25,Female,MCA,1,62.44,9.37,24-11-2023,Dropped,Yes,No,,350000,53387.94,121612.06,Partial,Chandigarh,Punjab
S0450,Barkha Seshadri,19,Female,B.Tech (CSE),2,95.1,7.56,26-01-2025,Dropped,Yes,Yes,,600000,157498.03,292501.97,Partial,Pune,Maharashtra
S0451,Umang Bhattacharyya,23,Male,B.Com,3,86.05,5.12,16-06-2025,Graduated,Yes,Yes,,250000,88429.84,99070.16,Partial,Mumbai,Maharashtra
S0452,Sarthak Nath,23,Male,B.Tech (CSE),2,83.15,7.35,25-11-2023,On Leave,Yes,Yes,,600000,248015.23,51984.77,Partial,Chennai,Tamil Nadu
S0453,Elijah Hegde,24,Female,B.Sc (Physics),2,89.09,7.78,01-09-2023,Active,Yes,No,,220000,105858.1,4141.9,Partial,Kolkata,West Bengal
S0454,Ethan Aurora,19,Female,B.Com,1,75.49,5.13,19-05-2024,Active,Yes,No,,250000,88238.71,99261.29,Partial,Lucknow,Uttar Pradesh
S0455,Farhan Kothari,25,Male,B.Tech (ECE),1,96.72,9.11,17-03-2025,On Leave,Yes,No,,550000,104717.13,170282.87,Partial,Bengaluru,Karnataka
S0456,Yadavi Solanki,23,Female,MBA,1,94.38,7.67,03-06-2025,Graduated,Yes,Yes,,450000,204136.36,133363.64,Partial,Hyderabad,Telangana
S0457,Praneel Mani,25,Female,B.Sc (Physics),1,93.84,7.7,21-08-2023,Dropped,Yes,Yes,,220000,70762.06,39237.94,Partial,Ahmedabad,Gujarat
S0458,Kai Bali,24,Female,MBA,1,96.55,5.81,25-06-2022,Graduated,Yes,Yes,,450000,202078.04,22921.96,Partial,Delhi,Delhi
S0459,Kashvi Rana,25,Female,B.Tech (ECE),3,93.41,5.55,29-05-2022,Graduated,Yes,No,,550000,240591.68,171908.32,Partial,Chennai,Tamil Nadu
S0460,Mohammed Yadav,25,Male,B.Sc (Maths),2,77.66,7.14,09-12-2023,Dropped,No,No,,200000,128340.71,71659.29,Partial,Pune,Maharashtra
S0461,Girish Patel,18,Female,B.Tech (CSE),4,60.9,8.73,21-05-2024,Graduated,No,Yes,Not Placed,600000,241093.72,358906.28,Partial,Hyderabad,Telangana
S0462,Nikita Dalal,24,Female,B.Sc (Maths),3,80.38,7.74,28-01-2022,Dropped,Yes,No,,200000,92948.84,7051.16,Partial,Lucknow,Uttar Pradesh
S0463,Nicholas Hari,22,Male,B.Tech (CSE),3,82.95,9.49,31-07-2024,Dropped,Yes,Yes,,600000,330508.65,119491.35,Partial,Pune,Maharashtra
S0464,Bachittar Bhardwaj,18,Male,BBA,1,93.74,9.15,14-02-2023,Graduated,Yes,No,,300000,135489.93,89510.07,Partial,Mumbai,Maharashtra
S0465,Lohit Soni,22,Male,MBA,1,97.43,8.73,23-07-2024,Dropped,Yes,Yes,Placed,450000,103129.41,121870.59,Partial,Mumbai,Maharashtra
S0466,Aarush Soman,22,Female,MCA,1,77.62,8.67,02-09-2023,Active,Yes,Yes,,350000,153702.03,21297.97,Partial,Mumbai,Maharashtra
S0467,Mason Seshadri,21,Male,B.Tech (ECE),1,67.14,6.25,23-06-2023,Dropped,Yes,Yes,,550000,121095.52,153904.48,Partial,Jaipur,Rajasthan
S0468,Eiravati Sanghvi,20,Female,B.Tech (ECE),2,85.62,5.47,15-12-2023,Dropped,Yes,Yes,,550000,101015.47,173984.53,Partial,Bhopal,Madhya Pradesh
S0469,Dhriti Chauhan,24,Female,B.Sc (Maths),3,87.97,8.57,15-09-2022,Graduated,Yes,Yes,,200000,54862.57,95137.43,Partial,Pune,Maharashtra
S0470,Nathan Ganguly,20,Female,B.Sc (Physics),1,96.94,6.83,23-02-2023,Dropped,Yes,Yes,,220000,123034.65,41965.35,Partial,Lucknow,Uttar Pradesh
S0471,Gaurav Narain,25,Male,MBA,2,95.75,5.66,16-07-2025,Dropped,No,Yes,Placed,450000,158041.1,291958.9,Partial,Chandigarh,Punjab
S0472,Reyansh Varma,18,Female,BBA,1,83.71,5.38,15-12-2024,Active,No,No,,300000,156197.67,143802.33,Partial,Hyderabad,Telangana
S0473,Liam Kothari,24,Female,MBA,2,98.6,5.29,24-09-2023,Graduated,Yes,Yes,,450000,167258.19,57741.81,Partial,Lucknow,Uttar Pradesh
S0474,Abdul Aurora,19,Female,BBA,1,98.23,5.43,13-09-2021,Dropped,No,Yes,,300000,110982.68,189017.32,Partial,Ahmedabad,Gujarat
S0475,Champak Seshadri,18,Female,B.Com,1,82.07,9.21,23-05-2025,On Leave,Yes,Yes,,250000,38423.33,86576.67,Partial,Ahmedabad,Gujarat
S0476,Ojasvi Halder,23,Male,B.Tech (ECE),4,77.68,8.82,24-08-2024,On Leave,Yes,No,Not Placed,550000,110273.86,164726.14,Partial,Bengaluru,Karnataka
S0477,Kamala Dar,19,Male,B.Com,1,82.56,6.25,30-12-2021,Graduated,Yes,Yes,,250000,63519.81,61480.19,Partial,Pune,Maharashtra
S0478,Warjas Bansal,19,Female,B.Tech (ECE),2,66.73,6.39,30-11-2023,Graduated,Yes,No,,550000,232962.74,42037.26,Partial,Ahmedabad,Gujarat
S0479,Deepa Dugar,18,Female,MCA,2,61.29,8.21,29-11-2024,Graduated,Yes,Yes,Not Placed,350000,53963.12,121036.88,Partial,Pune,Maharashtra
S0480,Triya Ram,18,Male,MBA,2,60.29,5.56,21-09-2022,Active,Yes,Yes,Not Placed,450000,265019.97,72480.03,Partial,Kolkata,West Bengal
S0481,Kamala Deshpande,21,Female,MBA,2,79.96,7.73,17-08-2023,Graduated,No,No,Placed,450000,439643.94,10356.06,Partial,Cochin,Kerala
S0482,Rehaan Panchal,23,Male,B.Com,1,82.55,8.18,07-12-2024,Dropped,Yes,Yes,,250000,98906.34,26093.66,Partial,Jaipur,Rajasthan
S0483,Vihaan Hari,18,Female,B.Tech (CSE),1,86.32,7.04,23-07-2023,Active,No,Yes,,600000,326148.52,273851.48,Partial,Chennai,Tamil Nadu
S0484,Atharv Arya,22,Female,B.Tech (ECE),4,74.83,5.74,18-09-2024,Graduated,Yes,No,Not Placed,550000,379794.07,32705.93,Partial,Chennai,Tamil Nadu
S0485,Ria Lanka,20,Female,B.Tech (ECE),3,61.76,6.97,21-01-2022,On Leave,No,Yes,,550000,206675.56,343324.44,Partial,Chennai,Tamil Nadu
S0486,Lila Narain,22,Female,B.Tech (ECE),4,84.25,9.46,06-01-2023,On Leave,Yes,Yes,,550000,310663.59,101836.41,Partial,Bhopal,Madhya Pradesh
S0487,Ekalinga Koshy,22,Female,MCA,1,70.7,6.75,16-11-2024,Graduated,No,No,,350000,191105.29,158894.71,Partial,Kolkata,West Bengal
S0488,Upadhriti Barman,18,Male,B.Sc (Physics),3,64.5,7.95,03-05-2022,Dropped,Yes,Yes,,220000,146615.3,18384.7,Partial,Chandigarh,Punjab
S0489,Kritika Aurora,19,Female,MCA,2,68.73,6.11,29-09-2024,On Leave,No,Yes,Not Placed,350000,244685.46,105314.54,Partial,Patna,Bihar
